"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"GEMIN6.1",0,0.432563626157808,0.448,0.05,0,"19","GEMIN6"
"LSM12.1",0,0.43118804905175,0.457,0.054,0,"19","LSM12"
"DUSP23.1",0,0.430951644184608,0.482,0.073,0,"19","DUSP23"
"UMPS.1",0,0.430297947319048,0.479,0.052,0,"19","UMPS"
"DNPEP.1",0,0.430208297151283,0.454,0.065,0,"19","DNPEP"
"PSMF1.1",0,0.430099403318933,0.476,0.066,0,"19","PSMF1"
"VPS25.1",0,0.42997480146944,0.468,0.064,0,"19","VPS25"
"CSNK2A1.1",0,0.429546390568604,0.479,0.062,0,"19","CSNK2A1"
"COX19.1",0,0.429338852891681,0.476,0.073,0,"19","COX19"
"DUS1L.1",0,0.429265006274835,0.45,0.048,0,"19","DUS1L"
"SURF2.1",0,0.429100948494098,0.471,0.059,0,"19","SURF2"
"GOT2.1",0,0.428666019706618,0.487,0.06,0,"19","GOT2"
"JOSD2",0,0.428662393968045,0.478,0.066,0,"19","JOSD2"
"ERGIC2.1",0,0.427995109784384,0.467,0.063,0,"19","ERGIC2"
"ZNF90.1",0,0.427587911472891,0.465,0.06,0,"19","ZNF90"
"SRRT.1",0,0.427564795352476,0.481,0.058,0,"19","SRRT"
"EIF3B.1",0,0.426899089343394,0.462,0.059,0,"19","EIF3B"
"UTP18.1",0,0.426758752048171,0.482,0.065,0,"19","UTP18"
"SLC38A1.1",0,0.425819734189284,0.482,0.075,0,"19","SLC38A1"
"C11orf83.1",0,0.425270979808466,0.46,0.064,0,"19","C11orf83"
"ATAD2.1",0,0.42510982525959,0.431,0.042,0,"19","ATAD2"
"YEATS4.1",0,0.42494323903905,0.453,0.056,0,"19","YEATS4"
"IL2RB",0,0.424172091401154,0.459,0.062,0,"19","IL2RB"
"MAD2L1.1",0,0.423955241810626,0.457,0.045,0,"19","MAD2L1"
"ELOF1.1",0,0.422959792093561,0.454,0.066,0,"19","ELOF1"
"MRPL48.1",0,0.422728296007805,0.443,0.058,0,"19","MRPL48"
"HSPA14.1",0,0.422119070010976,0.44,0.05,0,"19","HSPA14"
"PARL.1",0,0.422026723551975,0.482,0.072,0,"19","PARL"
"THUMPD3.1",0,0.421913769924013,0.46,0.054,0,"19","THUMPD3"
"SCO2.1",0,0.420528123447624,0.467,0.067,0,"19","SCO2"
"MRPS2.1",0,0.420515033937379,0.454,0.046,0,"19","MRPS2"
"NOL8.1",0,0.420144788982524,0.45,0.057,0,"19","NOL8"
"CLSPN.1",0,0.419913436507558,0.409,0.038,0,"19","CLSPN"
"SNAPC5.1",0,0.419397903624136,0.454,0.063,0,"19","SNAPC5"
"UBE2A.1",0,0.418965488461306,0.487,0.065,0,"19","UBE2A"
"MCUR1.1",0,0.418329554435402,0.436,0.042,0,"19","MCUR1"
"YDJC.1",0,0.417963574431008,0.426,0.051,0,"19","YDJC"
"C12orf45.1",0,0.41746822068463,0.442,0.047,0,"19","C12orf45"
"DYNC1LI1.1",0,0.41633923646885,0.459,0.053,0,"19","DYNC1LI1"
"CRELD2.1",0,0.41611622839632,0.443,0.061,0,"19","CRELD2"
"PAFAH1B3.1",0,0.41402305466075,0.439,0.054,0,"19","PAFAH1B3"
"CHCHD3.1",0,0.413864081868151,0.431,0.055,0,"19","CHCHD3"
"FXN.1",0,0.413413670351777,0.453,0.052,0,"19","FXN"
"PPP2R3C.1",0,0.41323389077949,0.454,0.059,0,"19","PPP2R3C"
"TMX2.1",0,0.412389527073025,0.447,0.048,0,"19","TMX2"
"MRPL39.1",0,0.411947434727078,0.443,0.05,0,"19","MRPL39"
"C7orf55-LUC7L2.1",0,0.411643591889517,0.451,0.061,0,"19","C7orf55-LUC7L2"
"TCOF1.1",0,0.410681263762115,0.454,0.063,0,"19","TCOF1"
"SLC25A11.1",0,0.410524644942777,0.442,0.06,0,"19","SLC25A11"
"CHD1.1",0,0.410327723824292,0.479,0.064,0,"19","CHD1"
"BTG3.1",0,0.410205919275409,0.417,0.052,0,"19","BTG3"
"IL4I1",0,0.410043981403212,0.389,0.045,0,"19","IL4I1"
"POLR3H.1",0,0.409710361012888,0.437,0.047,0,"19","POLR3H"
"RAD51C.1",0,0.407618476187205,0.453,0.054,0,"19","RAD51C"
"ANKRD39",0,0.407492707348859,0.414,0.038,0,"19","ANKRD39"
"SMIM7.1",0,0.407369081560584,0.471,0.071,0,"19","SMIM7"
"DIMT1.1",0,0.407216242217647,0.437,0.051,0,"19","DIMT1"
"NSFL1C.1",0,0.407192980104202,0.454,0.065,0,"19","NSFL1C"
"HAUS1.1",0,0.406809530365476,0.453,0.059,0,"19","HAUS1"
"ICT1.1",0,0.406660257271352,0.445,0.049,0,"19","ICT1"
"RTCB.1",0,0.406162020456827,0.462,0.063,0,"19","RTCB"
"MAZ.1",0,0.405485136108933,0.429,0.054,0,"19","MAZ"
"HDGF.1",0,0.404995625199973,0.437,0.059,0,"19","HDGF"
"ZCCHC9.1",0,0.404812019859481,0.439,0.059,0,"19","ZCCHC9"
"PRPF19.1",0,0.404171429150815,0.433,0.056,0,"19","PRPF19"
"UBA1.1",0,0.401729055643798,0.468,0.071,0,"19","UBA1"
"SREK1.1",0,0.400837658399821,0.447,0.064,0,"19","SREK1"
"TMEM18.1",0,0.400284676774456,0.428,0.054,0,"19","TMEM18"
"MPC2.1",0,0.3993254229844,0.457,0.065,0,"19","MPC2"
"TIMMDC1.1",0,0.399287892509188,0.429,0.057,0,"19","TIMMDC1"
"POLR1C.1",0,0.399130085186694,0.44,0.058,0,"19","POLR1C"
"NABP2.1",0,0.399049069863387,0.422,0.042,0,"19","NABP2"
"MED30.1",0,0.39881020564955,0.484,0.066,0,"19","MED30"
"IARS2.1",0,0.397894086802559,0.405,0.05,0,"19","IARS2"
"PPIF.1",0,0.397359094622389,0.422,0.047,0,"19","PPIF"
"ACN9.1",0,0.397344711963951,0.425,0.052,0,"19","ACN9"
"TIMM23.1",0,0.396693847206066,0.436,0.052,0,"19","TIMM23"
"MORF4L2.1",0,0.396137208379871,0.451,0.062,0,"19","MORF4L2"
"CTDNEP1",0,0.396135421380178,0.419,0.052,0,"19","CTDNEP1"
"MDFIC",0,0.396037808317246,0.394,0.036,0,"19","MDFIC"
"LIF",0,0.39589794549624,0.324,0.026,0,"19","LIF"
"RAD23B.1",0,0.395802537230468,0.443,0.059,0,"19","RAD23B"
"RAB11FIP1",0,0.395532197037382,0.398,0.047,0,"19","RAB11FIP1"
"ZNF511.1",0,0.395526698877603,0.447,0.062,0,"19","ZNF511"
"MAD2L2.1",0,0.395081021320363,0.439,0.061,0,"19","MAD2L2"
"MRPL2.1",0,0.394931088214671,0.456,0.06,0,"19","MRPL2"
"MFAP1.1",0,0.394680083828779,0.416,0.05,0,"19","MFAP1"
"PELP1.1",0,0.393926142891318,0.414,0.053,0,"19","PELP1"
"EFTUD2.1",0,0.393905399054551,0.428,0.058,0,"19","EFTUD2"
"GNL2.1",0,0.393152585786221,0.431,0.051,0,"19","GNL2"
"SEH1L.1",0,0.392751606088789,0.447,0.05,0,"19","SEH1L"
"CAPRIN1.1",0,0.392503860937515,0.453,0.061,0,"19","CAPRIN1"
"UTP14A.1",0,0.392361019040664,0.408,0.04,0,"19","UTP14A"
"UBA2.1",0,0.392275745714274,0.431,0.057,0,"19","UBA2"
"SMARCB1.1",0,0.392182620306717,0.433,0.053,0,"19","SMARCB1"
"ARL1.1",0,0.390072511660728,0.428,0.052,0,"19","ARL1"
"MCM6.1",0,0.389562603653732,0.419,0.057,0,"19","MCM6"
"BCL2L1",0,0.389559415168193,0.403,0.048,0,"19","BCL2L1"
"WDR12.1",0,0.389548941403832,0.419,0.05,0,"19","WDR12"
"ISY1.1",0,0.38899244629656,0.428,0.052,0,"19","ISY1"
"METTL1.1",0,0.388351210541337,0.412,0.04,0,"19","METTL1"
"SMARCA4.1",0,0.387644543440063,0.409,0.052,0,"19","SMARCA4"
"MRPL46.1",0,0.387555722420903,0.426,0.054,0,"19","MRPL46"
"SEC13.1",0,0.387280242990563,0.448,0.06,0,"19","SEC13"
"FEN1.1",0,0.386553358846271,0.406,0.043,0,"19","FEN1"
"PDHA1.1",0,0.385994264800291,0.426,0.053,0,"19","PDHA1"
"GEMIN7.1",0,0.384665744372487,0.405,0.049,0,"19","GEMIN7"
"RAD50.1",0,0.384580972678508,0.428,0.057,0,"19","RAD50"
"GTF2F2.1",0,0.383637041697156,0.395,0.038,0,"19","GTF2F2"
"ZFR.1",0,0.383582662526089,0.422,0.057,0,"19","ZFR"
"ACADM.1",0,0.383373931425436,0.429,0.055,0,"19","ACADM"
"PTRH1.1",0,0.383343933779175,0.422,0.049,0,"19","PTRH1"
"UTP23.1",0,0.383082715158673,0.412,0.048,0,"19","UTP23"
"LRR1.1",0,0.381448624899834,0.395,0.043,0,"19","LRR1"
"EZH2.1",0,0.380940932875441,0.352,0.038,0,"19","EZH2"
"UTP6.1",0,0.380790249207198,0.426,0.054,0,"19","UTP6"
"WDR46.1",0,0.380759209337451,0.406,0.049,0,"19","WDR46"
"GPS1.1",0,0.379937315984369,0.411,0.053,0,"19","GPS1"
"SRP68",0,0.37938547202023,0.402,0.043,0,"19","SRP68"
"TMEM109.1",0,0.379339762211949,0.408,0.051,0,"19","TMEM109"
"UPF3B.1",0,0.378796096008799,0.434,0.056,0,"19","UPF3B"
"CETN3.1",0,0.378051317561716,0.395,0.048,0,"19","CETN3"
"PTRH2.1",0,0.378040820353526,0.411,0.046,0,"19","PTRH2"
"MRPS22.1",0,0.377781166978163,0.406,0.045,0,"19","MRPS22"
"EIF2B1.1",0,0.377627360716063,0.414,0.053,0,"19","EIF2B1"
"POLDIP2.1",0,0.377192506739343,0.422,0.052,0,"19","POLDIP2"
"YARS",0,0.376744260867437,0.406,0.047,0,"19","YARS"
"BRMS1.1",0,0.375940845706579,0.426,0.058,0,"19","BRMS1"
"TEX30.1",0,0.375586975797026,0.405,0.041,0,"19","TEX30"
"RANGRF.1",0,0.374899955364969,0.425,0.052,0,"19","RANGRF"
"GTF2H2.1",0,0.374642378864561,0.394,0.038,0,"19","GTF2H2"
"RP11-138A9.1",0,0.374603537866653,0.36,0.039,0,"19","RP11-138A9.1"
"CHEK1.1",0,0.373928644620993,0.363,0.033,0,"19","CHEK1"
"MYO1G",0,0.37372909554106,0.386,0.046,0,"19","MYO1G"
"PYCR2.1",0,0.373502911479143,0.411,0.052,0,"19","PYCR2"
"CWC27.1",0,0.373043004986055,0.397,0.049,0,"19","CWC27"
"CENPV.1",0,0.371966582811213,0.398,0.046,0,"19","CENPV"
"DDX10.1",0,0.371785040763032,0.4,0.046,0,"19","DDX10"
"LYPLA2.1",0,0.371720413557,0.408,0.053,0,"19","LYPLA2"
"ITGB3BP.1",0,0.37078467949479,0.4,0.045,0,"19","ITGB3BP"
"PINX1.1",0,0.369920378385518,0.394,0.043,0,"19","PINX1"
"PMM2.1",0,0.369736599246632,0.397,0.037,0,"19","PMM2"
"TBX21",0,0.369726680199935,0.38,0.044,0,"19","TBX21"
"SMC4.1",0,0.369153942494582,0.422,0.05,0,"19","SMC4"
"TSFM.1",0,0.368516859505048,0.405,0.044,0,"19","TSFM"
"DTD1.1",0,0.368490417875456,0.4,0.044,0,"19","DTD1"
"INO80B",0,0.36802189151612,0.4,0.049,0,"19","INO80B"
"RFC3.1",0,0.367908269531401,0.391,0.038,0,"19","RFC3"
"GFER.1",0,0.367385132198837,0.398,0.048,0,"19","GFER"
"COPS8.1",0,0.367098912479949,0.406,0.051,0,"19","COPS8"
"DDRGK1",0,0.366934091612893,0.405,0.051,0,"19","DDRGK1"
"CHAC2.1",0,0.366880852400562,0.406,0.033,0,"19","CHAC2"
"WDR77.1",0,0.366278325195393,0.417,0.049,0,"19","WDR77"
"ALG13.1",0,0.365888468926831,0.408,0.053,0,"19","ALG13"
"MAK16.1",0,0.365805968062818,0.397,0.041,0,"19","MAK16"
"SSBP4.1",0,0.365456477282987,0.392,0.048,0,"19","SSBP4"
"UCK2.1",0,0.365450621781465,0.391,0.037,0,"19","UCK2"
"TMEM173",0,0.365431042452256,0.35,0.034,0,"19","TMEM173"
"RPP38.1",0,0.363957236868811,0.412,0.055,0,"19","RPP38"
"RRS1.1",0,0.363946471111278,0.403,0.047,0,"19","RRS1"
"GPANK1.1",0,0.363537781987433,0.389,0.048,0,"19","GPANK1"
"IPO7.1",0,0.363348650231141,0.402,0.047,0,"19","IPO7"
"FIP1L1.1",0,0.363239294106565,0.392,0.049,0,"19","FIP1L1"
"DYNLL2.1",0,0.362848851686123,0.411,0.052,0,"19","DYNLL2"
"SRFBP1.1",0,0.361372258590937,0.392,0.048,0,"19","SRFBP1"
"FLAD1",0,0.360690579116494,0.389,0.037,0,"19","FLAD1"
"MRPS9.1",0,0.360495267297636,0.395,0.049,0,"19","MRPS9"
"EXOC2.1",0,0.360444080215111,0.384,0.045,0,"19","EXOC2"
"PRIM1.1",0,0.360081636320574,0.366,0.037,0,"19","PRIM1"
"LRPPRC.1",0,0.35988588398051,0.392,0.047,0,"19","LRPPRC"
"CENPW.1",0,0.359745773181947,0.378,0.038,0,"19","CENPW"
"ACOT13",0,0.359058844445191,0.367,0.042,0,"19","ACOT13"
"RBM19.1",0,0.358475866291537,0.392,0.041,0,"19","RBM19"
"PRMT5.1",0,0.358474524568299,0.389,0.044,0,"19","PRMT5"
"GTF2H2C.1",0,0.356613419618131,0.369,0.035,0,"19","GTF2H2C"
"WDR75.1",0,0.356201115918234,0.386,0.043,0,"19","WDR75"
"C16orf80.1",0,0.356002178550882,0.4,0.045,0,"19","C16orf80"
"MAPKAPK3.1",0,0.353651340376939,0.402,0.051,0,"19","MAPKAPK3"
"HSPBP1.1",0,0.352595633382657,0.397,0.044,0,"19","HSPBP1"
"ACYP1.1",0,0.352294351854131,0.371,0.039,0,"19","ACYP1"
"CENPM.1",0,0.351831606023756,0.364,0.041,0,"19","CENPM"
"WDR3.1",0,0.351609788843046,0.372,0.036,0,"19","WDR3"
"PRPS1.1",0,0.351411382976593,0.4,0.052,0,"19","PRPS1"
"FAM98A",0,0.351247439384789,0.36,0.033,0,"19","FAM98A"
"AIM2",0,0.351051369931259,0.27,0.02,0,"19","AIM2"
"CIAPIN1.1",0,0.350196225196993,0.384,0.045,0,"19","CIAPIN1"
"HDDC3.1",0,0.349966680744747,0.372,0.044,0,"19","HDDC3"
"C9orf114.1",0,0.349363964807237,0.395,0.04,0,"19","C9orf114"
"PNPT1.1",0,0.349289575293602,0.394,0.045,0,"19","PNPT1"
"GALM",0,0.348901724891369,0.327,0.033,0,"19","GALM"
"EIF2B3.1",0,0.348133075511627,0.375,0.044,0,"19","EIF2B3"
"MTX2.1",0,0.347896968271533,0.361,0.038,0,"19","MTX2"
"CTPS1.1",0,0.347697618965597,0.386,0.035,0,"19","CTPS1"
"MAPK6",0,0.346313677403844,0.366,0.038,0,"19","MAPK6"
"ACLY",0,0.346267062212525,0.383,0.048,0,"19","ACLY"
"NAT10.1",0,0.345394560649941,0.377,0.041,0,"19","NAT10"
"ALG3.1",0,0.345375477626384,0.383,0.046,0,"19","ALG3"
"NIPA2.1",0,0.342386701455188,0.375,0.042,0,"19","NIPA2"
"HRAS.1",0,0.341457901556728,0.374,0.045,0,"19","HRAS"
"GMPS.1",0,0.339993495480558,0.392,0.049,0,"19","GMPS"
"UBAP2.1",0,0.336754879532817,0.371,0.041,0,"19","UBAP2"
"ACOT7.1",0,0.336725172594952,0.375,0.043,0,"19","ACOT7"
"EMC8.1",0,0.336636859772441,0.364,0.042,0,"19","EMC8"
"RNASEH2A.1",0,0.335931433122713,0.346,0.036,0,"19","RNASEH2A"
"GOSR2",0,0.335869150976956,0.349,0.035,0,"19","GOSR2"
"TCEB3.1",0,0.335227135080475,0.369,0.041,0,"19","TCEB3"
"ZBTB32",0,0.335145765864015,0.301,0.019,0,"19","ZBTB32"
"NOP2.1",0,0.334299125135276,0.36,0.04,0,"19","NOP2"
"NOL10.1",0,0.333339940800556,0.355,0.035,0,"19","NOL10"
"MTIF2.1",0,0.332955721961035,0.355,0.034,0,"19","MTIF2"
"ARMC10.1",0,0.332947450327102,0.361,0.042,0,"19","ARMC10"
"PPIL1.1",0,0.330078277578092,0.336,0.036,0,"19","PPIL1"
"PHLDA2",0,0.328147220522097,0.247,0.015,0,"19","PHLDA2"
"FAM216A.1",0,0.327217907584396,0.34,0.036,0,"19","FAM216A"
"TOPBP1.1",0,0.325817535214028,0.353,0.034,0,"19","TOPBP1"
"BCL2L12.1",0,0.325363260962708,0.347,0.037,0,"19","BCL2L12"
"C12orf43",0,0.325254570317201,0.366,0.037,0,"19","C12orf43"
"IDH3A.1",0,0.324671037007641,0.338,0.037,0,"19","IDH3A"
"C16orf91",0,0.323372615913639,0.341,0.036,0,"19","C16orf91"
"CCDC86.1",0,0.322686444693437,0.367,0.039,0,"19","CCDC86"
"OXCT1",0,0.322528466123852,0.33,0.033,0,"19","OXCT1"
"USP12",0,0.321757859172291,0.336,0.033,0,"19","USP12"
"IKBIP",0,0.320982620372285,0.346,0.037,0,"19","IKBIP"
"SKA2.1",0,0.320753082208217,0.357,0.039,0,"19","SKA2"
"RNASEH1",0,0.319888220619485,0.35,0.038,0,"19","RNASEH1"
"RP9",0,0.319621508270149,0.343,0.037,0,"19","RP9"
"IMMP1L.1",0,0.317341343332512,0.372,0.043,0,"19","IMMP1L"
"ICOS",0,0.317230315117222,0.309,0.029,0,"19","ICOS"
"OSM",0,0.317165726245203,0.247,0.017,0,"19","OSM"
"ORC6.1",0,0.317099304400262,0.322,0.026,0,"19","ORC6"
"RRP36",0,0.313074354512211,0.329,0.035,0,"19","RRP36"
"ZFP91",0,0.311524383694162,0.35,0.039,0,"19","ZFP91"
"TUBG1.1",0,0.311348869051598,0.333,0.032,0,"19","TUBG1"
"PTTG1",0,0.31100019286556,0.318,0.033,0,"19","PTTG1"
"PDCD2L",0,0.308589147549796,0.327,0.028,0,"19","PDCD2L"
"COPS2",0,0.306018093566285,0.346,0.039,0,"19","COPS2"
"PRKAR1B.1",0,0.305889861325216,0.332,0.031,0,"19","PRKAR1B"
"SYTL3",0,0.305293631841454,0.298,0.025,0,"19","SYTL3"
"FAM104A",0,0.303548550959055,0.332,0.035,0,"19","FAM104A"
"BYSL",0,0.30104281329919,0.316,0.03,0,"19","BYSL"
"CCDC6",0,0.300850131023464,0.302,0.029,0,"19","CCDC6"
"SLC25A33",0,0.300291379933534,0.322,0.032,0,"19","SLC25A33"
"EXOSC2.1",0,0.299802027092999,0.335,0.036,0,"19","EXOSC2"
"RABEPK",0,0.299687111460765,0.319,0.033,0,"19","RABEPK"
"WDR4",0,0.299232582560018,0.316,0.026,0,"19","WDR4"
"OGFOD1",0,0.299194595396413,0.336,0.036,0,"19","OGFOD1"
"ATAD5.1",0,0.293583992927758,0.319,0.031,0,"19","ATAD5"
"MTHFD1L.1",0,0.290127937334786,0.304,0.029,0,"19","MTHFD1L"
"CHAF1A.1",0,0.290103733584716,0.295,0.024,0,"19","CHAF1A"
"DOHH",0,0.283997132763066,0.291,0.026,0,"19","DOHH"
"SLC29A1.1",0,0.282100481059081,0.321,0.031,0,"19","SLC29A1"
"THUMPD2",0,0.270785816302321,0.296,0.027,0,"19","THUMPD2"
"C12orf73",0,0.265997996585903,0.29,0.025,0,"19","C12orf73"
"FAM210A",0,0.26333668898783,0.278,0.023,0,"19","FAM210A"
"ATAD3B",0,0.253681153193482,0.279,0.025,0,"19","ATAD3B"
"NUP62.1",5.98278692241079e-308,0.409722580876814,0.414,0.056,1.10615747408453e-303,"19","NUP62"
"DDA1.1",6.0311939583989e-308,0.373743012173601,0.429,0.06,1.11510745096837e-303,"19","DDA1"
"CTNNBL1.1",6.05885990358936e-308,0.393407641862613,0.44,0.063,1.12022260757464e-303,"19","CTNNBL1"
"GTF2F1.1",1.29606083844941e-307,0.429097352538043,0.471,0.073,2.39628688420911e-303,"19","GTF2F1"
"CMTM6",1.32292347690533e-307,0.440163431738221,0.496,0.08,2.44595321645027e-303,"19","CMTM6"
"SDHAF2.1",3.90023882368928e-307,0.362078783665503,0.419,0.057,7.21115156111911e-303,"19","SDHAF2"
"DDX54.1",4.16795371265152e-307,0.340046431236614,0.357,0.041,7.70612961932139e-303,"19","DDX54"
"SEPT2.1",4.27611747877971e-307,0.451117784643968,0.496,0.08,7.90611360651581e-303,"19","SEPT2"
"COQ4",4.34664054834894e-307,0.315620611959408,0.352,0.04,8.03650370984236e-303,"19","COQ4"
"SOCS1.2",4.85600767575448e-307,0.53488830512527,0.501,0.083,8.97827259170246e-303,"19","SOCS1"
"DDX3X.1",9.8524221402411e-307,0.501337564976996,0.555,0.102,1.82161432950918e-302,"19","DDX3X"
"NBN",1.13371446882817e-306,0.341028924967527,0.383,0.048,2.09612468141639e-302,"19","NBN"
"TLN1.3",1.52278762645882e-306,0.589785609835866,0.701,0.165,2.81548204255971e-302,"19","TLN1"
"NOC2L.1",2.18314555080318e-306,0.41349721682433,0.46,0.069,4.03641780888e-302,"19","NOC2L"
"SDF4.1",2.67172140708674e-306,0.42961091629751,0.465,0.071,4.93974570956268e-302,"19","SDF4"
"SARNP.1",7.10158479395666e-306,0.37462853708257,0.411,0.055,1.31301201255465e-301,"19","SARNP"
"POLR2D",9.09767124335373e-306,0.283579576588822,0.305,0.03,1.68206843618367e-301,"19","POLR2D"
"WDR45B",1.69015712160708e-305,0.36224463329245,0.414,0.056,3.12493150213934e-301,"19","WDR45B"
"RPUSD3.1",2.14567487923763e-305,0.354737378813207,0.391,0.05,3.96713828422245e-301,"19","RPUSD3"
"CYB5B.1",3.11916660865291e-305,0.367141888886457,0.429,0.06,5.76702714273836e-301,"19","CYB5B"
"MZT1.1",7.15967455886911e-305,0.302548140669188,0.346,0.039,1.32375222918931e-300,"19","MZT1"
"IFITM1.13",7.5288696174487e-305,1.0176501991311,0.957,0.418,1.39201270357009e-300,"19","IFITM1"
"SMARCC1.1",1.00136525139942e-304,0.412135177228575,0.456,0.068,1.8514242133124e-300,"19","SMARCC1"
"LARP4.1",1.11746416244245e-304,0.378059034706218,0.426,0.059,2.06607948993985e-300,"19","LARP4"
"STMN1.1",1.60937280020705e-304,0.577561230560752,0.608,0.121,2.97556937030282e-300,"19","STMN1"
"RFC4.1",1.83757598079359e-304,0.343303817755502,0.371,0.045,3.39749423088927e-300,"19","RFC4"
"FDFT1.1",2.41668730423734e-304,0.465586410919846,0.532,0.093,4.46821315680442e-300,"19","FDFT1"
"HAT1.1",4.40462568675034e-304,0.370683340397935,0.416,0.057,8.14371243223271e-300,"19","HAT1"
"CRLS1.1",6.75777915013577e-304,0.328030273024418,0.363,0.043,1.2494457870686e-299,"19","CRLS1"
"CBR1.1",8.96981231461355e-304,0.40651936194384,0.44,0.064,1.6584285988489e-299,"19","CBR1"
"ANXA2.2",9.60270451851287e-304,0.626723547162966,0.71,0.17,1.77544403842784e-299,"19","ANXA2"
"MCM2.1",1.28803834593524e-303,0.372955205705894,0.419,0.057,2.38145409779966e-299,"19","MCM2"
"C12orf44",1.61713461154817e-303,0.325560771107353,0.344,0.039,2.98992018329141e-299,"19","C12orf44"
"TARDBP.1",3.70564372506888e-303,0.380785801975113,0.442,0.064,6.85136468327985e-299,"19","TARDBP"
"RHEB.1",5.43736636609803e-303,0.444105367269878,0.526,0.091,1.00531466742787e-298,"19","RHEB"
"MARS.1",9.40764467879826e-303,0.400498801857303,0.439,0.064,1.73937942466301e-298,"19","MARS"
"FH.1",3.049460767202e-302,0.297934696375273,0.346,0.039,5.63814801247977e-298,"19","FH"
"SPRYD7",4.21947474714629e-302,0.281507412136667,0.279,0.026,7.80138685999878e-298,"19","SPRYD7"
"MBD4.1",8.07525422207279e-302,0.360711727447209,0.434,0.062,1.49303375311904e-297,"19","MBD4"
"SCAND1.1",9.63248282721527e-302,0.588895454866502,0.674,0.155,1.78094974992383e-297,"19","SCAND1"
"RHOG.1",1.32941149360479e-301,0.504806198006534,0.584,0.113,2.45794891052591e-297,"19","RHOG"
"CHTOP.1",1.48708227675064e-301,0.390234169426519,0.442,0.065,2.74946642148425e-297,"19","CHTOP"
"SATB1.1",1.9479942857517e-301,0.477943166413245,0.465,0.073,3.60164663492632e-297,"19","SATB1"
"ARF5.1",2.08084743384119e-301,0.580298517267652,0.611,0.129,3.84727882042898e-297,"19","ARF5"
"OXA1L.1",2.16454246118247e-301,0.428289733929553,0.484,0.078,4.00202255648027e-297,"19","OXA1L"
"SLC35B1.1",2.22002622842274e-301,0.384723948936612,0.408,0.055,4.10460649373081e-297,"19","SLC35B1"
"DBNL.1",3.89793919398917e-301,0.441859465511342,0.535,0.095,7.20689977576658e-297,"19","DBNL"
"BHLHE40",4.15768214189516e-301,0.350739814404314,0.375,0.047,7.68713851214997e-297,"19","BHLHE40"
"OCIAD1.1",4.44362295205466e-301,0.460846134377073,0.541,0.098,8.21581447605386e-297,"19","OCIAD1"
"RP5-940J5.9.1",8.65088408259878e-301,0.369519559832466,0.423,0.06,1.59946195803169e-296,"19","RP5-940J5.9"
"NOL11.1",1.06342221516012e-300,0.346774491860341,0.381,0.048,1.96616133360955e-296,"19","NOL11"
"RRM1.1",2.47349214892431e-300,0.324916726850083,0.355,0.042,4.57323963414616e-296,"19","RRM1"
"LINC00998.1",2.80125246944105e-300,0.39495314991388,0.437,0.064,5.17923569074956e-296,"19","LINC00998"
"CDKN2AIPNL.1",3.65535564116248e-300,0.332467377433295,0.353,0.042,6.7583870449453e-296,"19","CDKN2AIPNL"
"BABAM1.1",4.04623050694387e-300,0.375112229324355,0.403,0.054,7.48107558428853e-296,"19","BABAM1"
"TMEM97.1",4.37067803254011e-300,0.288073891076211,0.298,0.029,8.0809466143634e-296,"19","TMEM97"
"RPN1.1",7.02069007272978e-300,0.472370192977759,0.546,0.099,1.29805538754701e-295,"19","RPN1"
"MAP2K3.1",1.70836726566929e-299,0.337880940876991,0.378,0.047,3.15860023749595e-295,"19","MAP2K3"
"CENPH.1",1.80941208562897e-299,0.316889717415645,0.333,0.037,3.34542200511941e-295,"19","CENPH"
"PMS2",1.8402394537787e-299,0.302691621320016,0.341,0.039,3.40241872609144e-295,"19","PMS2"
"PDXK.1",2.16626836075198e-299,0.40586371666578,0.451,0.068,4.00521357219434e-295,"19","PDXK"
"ERI3.1",4.25301820901744e-299,0.317864615145311,0.371,0.045,7.86340536665234e-295,"19","ERI3"
"SNX3.1",9.37818878919115e-299,0.541824626302417,0.64,0.139,1.73393332523355e-294,"19","SNX3"
"CENPK.1",9.54249284201043e-299,0.319058771124291,0.329,0.036,1.76431150155931e-294,"19","CENPK"
"ZFP36L1.9",1.63920121230165e-298,0.719376142989999,0.809,0.241,3.03071912142451e-294,"19","ZFP36L1"
"ANAPC5.1",2.157314818527e-298,0.440578241511733,0.491,0.081,3.98865936797457e-294,"19","ANAPC5"
"RP11-386I14.4.2",2.77853247694492e-298,0.559420830018007,0.557,0.105,5.13722869662346e-294,"19","RP11-386I14.4"
"ATG3.1",4.64611009170395e-298,0.480105057526502,0.547,0.101,8.59019294855143e-294,"19","ATG3"
"HARS.1",4.69678666603963e-298,0.379904683035153,0.405,0.055,8.68388886684068e-294,"19","HARS"
"SNX17.1",8.59631505966544e-298,0.40510945931864,0.47,0.074,1.58937269138154e-293,"19","SNX17"
"POLR3D",9.88011284830434e-298,0.286840254232311,0.304,0.031,1.82673406452299e-293,"19","POLR3D"
"SLC7A5.1",1.55849604009143e-297,0.341281636271063,0.372,0.046,2.88150332852505e-293,"19","SLC7A5"
"DIS3.1",1.56599079134248e-297,0.316725836724613,0.343,0.039,2.8953603741131e-293,"19","DIS3"
